"";"id";"clust";"surrounded";"updated"
"12755";13949;36;NA;FALSE
"12756";13950;468;NA;FALSE
"12757";13951;325;NA;FALSE
"12758";13952;325;NA;FALSE
"12759";13953;36;NA;FALSE
"12760";13954;36;NA;FALSE
"12761";13955;73;NA;FALSE
"12762";13956;451;NA;FALSE
"12763";13958;162;23;TRUE
"12764";13959;162;23;TRUE
"12765";13960;36;NA;FALSE
"12766";13961;133;NA;FALSE
"12767";13962;52;NA;FALSE
"12768";13963;325;NA;FALSE
"12769";13964;28;21;TRUE
"12770";13965;454;21;TRUE
"12771";13966;36;NA;FALSE
"12772";13967;434;NA;FALSE
"12773";13968;53;1;TRUE
"12774";13969;4;NA;FALSE
"12775";13970;3;NA;FALSE
"12776";13971;39;20;TRUE
"12777";13972;65;NA;FALSE
"12778";13973;66;NA;FALSE
"12779";13974;4;NA;FALSE
"12780";13975;24;NA;FALSE
"12781";13976;4;NA;FALSE
"12782";13977;36;NA;FALSE
"12783";13978;66;3;TRUE
"12784";13979;4;NA;FALSE
"12785";13981;157;NA;FALSE
"12786";13982;4;NA;FALSE
"12787";13983;133;NA;FALSE
"12788";13984;36;NA;FALSE
"12789";13985;163;NA;FALSE
"12790";13986;4;NA;FALSE
"12791";13987;157;NA;FALSE
"12792";13988;454;NA;FALSE
"12793";13989;36;NA;FALSE
"12794";13990;135;NA;FALSE
"12795";13991;162;NA;FALSE
"12796";13992;52;NA;FALSE
"12797";13993;59;21;TRUE
"12798";13994;468;20;TRUE
"12799";13995;4;NA;FALSE
"12800";13996;4;NA;FALSE
"12801";13997;24;NA;FALSE
"12802";13998;454;NA;FALSE
"12803";13999;12;NA;FALSE
"12804";14000;65;NA;FALSE
"12805";14001;59;NA;FALSE
"12806";14002;3;NA;FALSE
"12807";14003;12;NA;FALSE
"12808";14004;454;NA;FALSE
"12809";14005;326;NA;FALSE
"12810";14006;322;NA;FALSE
"12811";14007;4;NA;FALSE
"12812";14008;4;NA;FALSE
"12813";14009;4;NA;FALSE
"12814";14010;434;NA;FALSE
"12815";14011;24;NA;FALSE
"12816";14012;53;19;TRUE
"12817";14013;73;NA;FALSE
"12818";14014;162;NA;FALSE
"12819";14015;39;54;TRUE
"12820";14016;4;NA;FALSE
"12821";14017;468;20;TRUE
"12822";14018;162;NA;FALSE
"12823";14019;130;NA;FALSE
"12824";14020;4;NA;FALSE
"12825";14021;36;NA;FALSE
"12826";14022;133;NA;FALSE
"12827";14023;133;NA;FALSE
"12828";14024;133;NA;FALSE
"12829";14027;162;NA;FALSE
"12830";14028;130;NA;FALSE
"12831";14029;133;NA;FALSE
"12832";14030;4;NA;FALSE
"12833";14031;66;3;TRUE
"12834";14032;454;20;TRUE
"12835";14033;157;NA;FALSE
"12836";14034;71;NA;FALSE
"12837";14035;454;NA;FALSE
"12838";14036;4;NA;FALSE
"12839";14037;468;NA;FALSE
"12840";14038;39;20;TRUE
"12841";14039;4;NA;FALSE
"12842";14040;4;NA;FALSE
"12843";14041;71;NA;FALSE
"12844";14042;73;NA;FALSE
"12845";14043;4;NA;FALSE
"12846";14044;52;34;TRUE
"12847";14045;39;NA;FALSE
"12848";14046;434;NA;FALSE
"12849";14047;4;NA;FALSE
"12850";14048;323;NA;FALSE
"12851";14049;36;NA;FALSE
"12852";14050;65;NA;FALSE
"12853";14051;65;NA;FALSE
"12854";14052;24;NA;FALSE
"12855";14053;326;NA;FALSE
"12856";14054;468;21;TRUE
"12857";14055;24;NA;FALSE
"12858";14056;326;20;TRUE
"12859";14057;323;21;TRUE
"12860";14058;12;NA;FALSE
"12861";14059;36;NA;FALSE
"12862";14060;325;NA;FALSE
"12863";14061;130;NA;FALSE
"12864";14062;323;NA;FALSE
"12865";14063;325;NA;FALSE
"12866";14064;65;NA;FALSE
"12867";14065;432;NA;FALSE
"12868";14067;162;NA;FALSE
"12869";14068;157;NA;FALSE
"12870";14069;12;NA;FALSE
"12871";14070;325;NA;FALSE
"12872";14071;73;NA;FALSE
"12873";14072;39;NA;FALSE
"12874";14073;12;NA;FALSE
"12875";14074;157;21;TRUE
"12876";14075;434;NA;FALSE
"12877";14076;4;21;TRUE
"12878";14077;12;3;TRUE
"12879";14078;322;NA;FALSE
"12880";14079;133;20;TRUE
"12881";14080;454;NA;FALSE
"12882";14081;3;NA;FALSE
"12883";14082;133;NA;FALSE
"12884";14083;4;NA;FALSE
"12885";14084;436;NA;FALSE
"12886";14085;436;NA;FALSE
"12887";14086;451;NA;FALSE
"12888";14087;451;NA;FALSE
"12889";14088;451;NA;FALSE
"12890";14089;451;96;TRUE
"12891";14090;97;NA;FALSE
"12892";14091;97;NA;FALSE
"12893";14092;448;NA;FALSE
"12894";14093;448;NA;FALSE
"12895";14094;97;NA;FALSE
"12896";14095;97;NA;FALSE
"12897";14096;448;NA;FALSE
"12898";14097;448;NA;FALSE
"12899";14098;448;NA;FALSE
"12900";14099;38;NA;FALSE
"12901";14100;38;NA;FALSE
"12902";14101;97;NA;FALSE
"12903";14102;34;NA;FALSE
"12904";14103;97;NA;FALSE
"12905";14104;97;NA;FALSE
"12906";14105;97;NA;FALSE
"12907";14106;161;NA;FALSE
"12908";14107;161;NA;FALSE
"12909";14108;451;NA;FALSE
"12910";14109;448;NA;FALSE
"12911";14110;448;NA;FALSE
"12912";14111;448;NA;FALSE
"12913";14112;448;NA;FALSE
"12914";14113;448;NA;FALSE
"12915";14114;38;43;TRUE
"12916";14115;448;NA;FALSE
"12917";14116;448;NA;FALSE
"12918";14117;53;NA;FALSE
"12919";14118;326;NA;FALSE
"12920";14119;326;NA;FALSE
"12921";14120;448;NA;FALSE
"12922";14121;448;NA;FALSE
"12923";14122;161;1;TRUE
"12924";14123;451;NA;FALSE
"12925";14124;451;NA;FALSE
"12926";14125;161;NA;FALSE
"12927";14126;436;NA;FALSE
"12928";14127;448;NA;FALSE
"12929";14128;448;NA;FALSE
"12930";14129;448;34;TRUE
"12931";14130;1;NA;FALSE
"12932";14131;326;NA;FALSE
"12933";14132;326;NA;FALSE
"12934";14133;326;NA;FALSE
"12935";14134;326;NA;FALSE
"12936";14135;38;NA;FALSE
"12937";14136;38;NA;FALSE
